City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Karakol,KG,42.49,78.39,42.58,53,21,6.11,few clouds
331,Pontianak,ID,-0.03,109.33,75.15,94,98,4.32,overcast clouds
332,Malanje,AO,-9.54,16.34,71.67,85,49,5.3,light rain
333,Almaznyy,RU,48.04,40.05,51.8,50,0,20.13,clear sky
334,Jasper,US,37.2,-94.35,33.8,86,90,10.29,moderate rain
335,Hobyo,SO,5.35,48.53,80.24,78,8,8.93,clear sky
336,Kamenka,RU,51.32,42.77,37.99,72,76,11.86,broken clouds
337,Araguari,BR,-18.65,-48.19,84.06,49,76,9.66,broken clouds
338,Priiskovyy,RU,51.93,116.63,22.26,88,0,3.62,clear sky
339,Guarapari,BR,-20.67,-40.5,81.0,78,65,5.99,broken clouds
340,Jaguaruna,BR,-28.61,-49.03,75.18,66,9,7.29,light rain
341,Acapulco,MX,16.86,-99.89,84.2,83,90,3.11,overcast clouds
342,Wewak,PG,-3.55,143.63,78.55,81,96,0.98,light rain
343,Altay,CN,47.87,88.12,39.87,53,11,7.4,few clouds
344,Ballina,AU,-28.87,153.57,62.6,100,90,5.82,light rain
345,San Rafael,AR,-34.62,-68.33,75.09,19,8,17.56,clear sky
346,Wanaka,NZ,-44.7,169.15,41.0,80,83,1.99,broken clouds
347,Lagoa,PT,39.05,-27.98,63.43,69,92,14.29,overcast clouds
348,Okato,NZ,-39.2,173.88,48.99,94,100,10.0,light rain
349,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,35.6,93,11,4.47,few clouds
350,Fare,PF,-16.7,-151.02,80.08,81,70,19.82,moderate rain
351,Galle,LK,6.04,80.22,79.38,85,100,7.05,overcast clouds
352,Macapa,BR,0.04,-51.07,95.0,56,40,11.41,scattered clouds
353,Seydi,TM,39.48,62.91,51.35,45,53,12.46,broken clouds
354,Tiarei,PF,-17.53,-149.33,78.8,83,75,11.41,broken clouds
355,Embonas,GR,36.23,27.86,73.4,64,20,12.75,few clouds
356,Lata,PT,40.16,-8.33,61.0,96,100,5.01,moderate rain
357,Kencong,ID,-8.28,113.37,76.68,88,93,1.97,light rain
358,Ayr,GB,55.46,-4.63,48.2,87,75,12.75,broken clouds
359,Alofi,NU,-19.06,-169.92,69.8,100,39,8.05,scattered clouds
360,Luzhou,CN,28.87,105.44,62.26,87,100,2.35,light rain
361,Porto Novo,BJ,6.5,2.6,84.2,83,40,12.75,scattered clouds
362,Kathmandu,NP,27.72,85.32,60.8,87,20,2.24,few clouds
363,Mwingi,KE,-0.93,38.06,74.03,53,51,10.31,broken clouds
364,Hovd,MN,48.01,91.64,31.46,80,97,0.54,overcast clouds
365,Rincon,US,32.3,-81.24,82.4,61,75,6.93,broken clouds
366,Pak Phanang,TH,8.35,100.2,79.29,82,97,5.46,overcast clouds
367,Ngunguru,NZ,-35.62,174.5,61.0,93,91,4.7,overcast clouds
368,Aswan,EG,24.09,32.91,86.86,28,0,8.79,clear sky
369,Inhambane,MZ,-23.86,35.38,78.8,69,20,10.29,few clouds
370,Yate,GB,51.54,-2.42,53.01,78,87,8.99,overcast clouds
371,Apiai,BR,-24.51,-48.84,82.09,38,36,2.91,scattered clouds
372,Ciudad Bolivar,VE,8.12,-63.55,91.38,45,85,8.39,overcast clouds
373,Empangeni,ZA,-28.76,31.89,73.58,78,60,6.78,broken clouds
374,Pike Creek,US,39.73,-75.7,62.01,63,75,4.7,broken clouds
375,Richards Bay,ZA,-28.78,32.04,74.03,79,61,9.04,broken clouds
376,Severodvinsk,RU,64.56,39.83,39.2,93,90,6.71,fog
377,Fort Nelson,CA,58.81,-122.7,26.6,92,75,5.82,broken clouds
378,Sakaiminato,JP,35.55,133.23,50.0,93,20,3.36,few clouds
379,Mandalgovi,MN,45.76,106.27,31.71,64,0,7.11,clear sky
380,Baghdad,IQ,33.34,44.4,73.4,28,0,3.36,clear sky
381,Tuensang,IN,26.28,94.83,64.99,83,1,2.21,light rain
382,Contamana,PE,-7.33,-75.02,99.54,34,46,6.29,scattered clouds
383,Bingol,TR,38.88,40.49,53.2,43,74,1.7,broken clouds
384,Gat,IL,31.61,34.76,78.01,100,0,4.0,clear sky
385,Karratha,AU,-20.74,116.85,67.73,88,18,3.87,few clouds
386,Merauke,ID,-8.47,140.33,79.52,85,98,9.28,overcast clouds
387,Puri,IN,19.8,85.85,75.2,88,19,5.19,haze
388,Imatra,FI,61.17,28.75,51.01,95,100,7.0,light rain
389,Villa Carlos Paz,AR,-31.42,-64.5,84.99,25,0,21.92,dust
390,Vanavara,RU,60.34,102.28,19.94,94,71,8.39,broken clouds
391,Rafai,CF,4.95,23.92,73.38,86,83,2.42,light rain
392,Ternate,ID,0.8,127.4,81.1,78,23,4.63,light rain
393,Monrovia,LR,6.3,-10.8,86.0,74,75,11.41,broken clouds
394,Norfolk,US,42.17,-71.25,55.0,54,75,8.05,broken clouds
395,Trelew,AR,-43.25,-65.31,67.93,23,61,19.26,broken clouds
396,Labuhan,ID,-6.88,112.21,79.11,83,100,7.85,overcast clouds
397,Nandu,CN,22.85,110.82,72.81,75,99,3.51,overcast clouds
398,Zaymishche,RU,52.73,32.23,48.49,75,2,11.65,clear sky
399,Sfantu Gheorghe,RO,45.87,25.78,51.01,86,0,1.99,clear sky
400,Verkhniy Uslon,RU,55.77,48.98,28.4,86,0,6.71,clear sky
401,Christchurch,NZ,-43.53,172.63,46.99,100,100,1.12,overcast clouds
402,Berlevag,NO,70.86,29.09,32.0,83,0,12.75,clear sky
403,Yulara,AU,-25.24,130.99,68.0,24,0,6.93,clear sky
404,Severnoye,RU,56.35,78.36,33.15,94,1,2.64,clear sky
405,Belaya Gora,RU,68.53,146.42,10.87,92,100,2.98,overcast clouds
406,Bangui,CF,4.36,18.55,71.91,95,67,1.61,broken clouds
407,Leuwiliang,ID,-6.57,106.63,79.0,94,40,2.24,haze
408,Chicama,PE,-7.84,-79.15,64.4,82,75,10.29,mist
409,Bac Lieu,VN,9.29,105.72,78.46,86,100,12.77,heavy intensity rain
410,Komnina,GR,40.6,21.78,63.0,66,2,2.24,clear sky
411,Pitimbu,BR,-7.47,-34.81,86.0,62,40,14.99,scattered clouds
412,Moron,AR,-34.65,-58.62,75.0,40,0,4.7,clear sky
413,Winburg,ZA,-28.52,27.01,75.94,31,36,9.04,scattered clouds
414,Chernyshevskiy,RU,63.01,112.47,14.85,98,100,2.98,overcast clouds
415,Caraballeda,VE,10.61,-66.85,81.0,58,23,4.0,light rain
416,Zverinogolovskoye,RU,54.46,64.85,27.46,95,100,21.12,overcast clouds
417,Lillooet,CA,50.69,-121.94,46.4,61,1,13.87,clear sky
418,Aksha,RU,50.28,113.29,24.84,84,0,3.15,clear sky
419,Namwala,ZM,-15.75,26.44,85.41,22,16,7.81,few clouds
420,Corinto,GR,37.94,22.96,63.0,51,2,3.0,clear sky
421,Havre-Saint-Pierre,CA,50.23,-63.6,33.8,87,90,8.05,overcast clouds
422,Am Timan,TD,11.03,20.28,85.57,33,0,3.51,clear sky
423,Damara,CF,4.96,18.7,73.65,91,71,0.92,broken clouds
424,Kyzyl,RU,51.7,94.45,28.94,87,60,0.51,broken clouds
425,Tilichiki,RU,60.47,166.1,25.88,94,100,9.26,overcast clouds
426,Imeni Poliny Osipenko,RU,52.42,136.49,30.13,89,100,3.36,overcast clouds
427,Oneonta,US,42.45,-75.06,48.0,75,65,1.01,broken clouds
428,Novyy Urgal,RU,51.07,132.56,31.91,99,71,1.5,broken clouds
429,Tangshan,CN,39.63,118.18,47.79,43,100,4.54,overcast clouds
430,Leningradskiy,RU,69.38,178.42,17.78,90,37,19.42,scattered clouds
431,Praya,CV,14.92,-23.51,89.6,46,96,6.93,overcast clouds
432,Constitucion,CL,-35.33,-72.42,56.61,77,96,8.12,overcast clouds
433,Mantua,IT,45.17,10.78,54.0,92,9,1.01,clear sky
434,Hami,CN,42.8,93.45,45.63,46,64,6.73,broken clouds
435,Harpalpur,IN,25.29,79.33,76.15,26,0,5.7,clear sky
436,Maragogi,BR,-9.01,-35.22,81.59,68,85,17.4,overcast clouds
437,Lohne,DE,52.67,8.23,52.0,81,94,11.05,light rain
438,Ozinki,RU,51.18,49.68,33.62,86,8,6.11,clear sky
439,Medford,US,42.33,-122.88,35.6,55,1,1.1,clear sky
440,Pa Sang,TH,18.53,98.94,73.0,100,20,2.24,few clouds
441,Vidim,RU,56.41,103.11,29.12,94,100,4.09,overcast clouds
442,Novyy Urengoy,RU,66.08,76.63,-1.68,91,0,8.52,clear sky
443,Nador,MA,35.17,-2.93,68.0,48,0,10.29,clear sky
444,Macon,US,39.87,-88.97,39.0,100,90,5.82,mist
445,Limaong,PH,7.36,122.37,79.43,78,100,3.13,overcast clouds
446,Necochea,AR,-38.55,-58.74,70.0,52,0,7.2,clear sky
447,Jacareacanga,BR,-6.22,-57.75,82.99,72,98,2.04,overcast clouds
448,Luangwa,ZM,-15.62,30.42,86.41,31,0,4.79,clear sky
449,Nouadhibou,MR,20.93,-17.03,80.6,47,94,12.75,dust
450,Binzhou,CN,37.37,118.02,59.0,64,100,3.31,light rain
451,Marawi,PH,8.0,124.29,75.0,91,100,5.01,light rain
452,Rundu,NA,-17.93,19.77,88.93,14,81,6.04,broken clouds
453,Rathenow,DE,52.61,12.34,53.01,72,24,3.0,few clouds
454,Paraiso,CR,9.84,-83.87,81.0,73,0,2.24,clear sky
455,Umtata,ZA,-31.59,28.78,73.4,64,40,13.87,thunderstorm
456,Xochistlahuaca,MX,16.78,-98.25,86.86,59,15,4.18,light rain
457,Numan,NG,9.47,12.03,86.22,27,0,2.46,clear sky
458,Yarada,IN,17.65,83.27,82.4,69,75,3.36,haze
459,Oum Hadjer,TD,13.3,19.7,91.99,14,0,9.17,clear sky
460,Bargarh,IN,21.33,83.62,71.65,49,0,0.92,clear sky
461,Nantucket,US,41.28,-70.1,57.2,71,90,16.11,overcast clouds
462,Orimattila,FI,60.8,25.73,52.0,99,100,1.99,light rain
463,Waqqas,JO,32.54,35.61,78.8,78,40,6.93,scattered clouds
464,Coquimbo,CL,-29.95,-71.34,57.2,76,90,9.17,overcast clouds
465,Lewistown,US,40.6,-77.57,55.4,66,90,3.36,overcast clouds
466,Paragominas,BR,-2.97,-47.48,94.64,41,62,3.8,broken clouds
467,Muleba,TZ,-1.84,31.65,73.4,78,20,3.56,few clouds
468,Hamilton,US,39.18,-84.53,52.0,81,90,0.89,overcast clouds
469,Ranong,TH,9.97,98.63,79.0,83,78,6.69,broken clouds
470,Kifri,IQ,34.7,44.97,72.72,19,0,10.85,clear sky
471,Acari,PE,-15.43,-74.62,78.73,42,89,11.65,overcast clouds
472,Conceicao Do Araguaia,BR,-8.26,-49.26,91.09,49,95,4.41,overcast clouds
473,Geraldton,AU,-28.77,114.6,64.4,72,90,8.05,overcast clouds
474,Nyagan,RU,62.14,65.39,17.11,95,43,2.8,scattered clouds
475,Baykit,RU,61.67,96.37,13.08,91,100,9.48,overcast clouds
476,Mayumba,GA,-3.43,10.66,78.21,86,64,7.65,broken clouds
477,Lompoc,US,34.64,-120.46,53.6,66,1,6.93,clear sky
478,Nelson,NZ,-41.28,173.28,48.0,91,98,1.01,overcast clouds
479,Portland,US,45.52,-122.68,46.0,74,34,1.12,scattered clouds
480,Ondangwa,NA,-17.92,15.95,102.2,9,19,4.7,few clouds
481,Port-Gentil,GA,-0.72,8.78,80.6,83,75,12.75,broken clouds
482,Northam,GB,51.03,-4.22,55.99,79,80,13.0,broken clouds
483,Tombouctou,ML,20.0,-3.0,96.35,10,0,8.16,clear sky
484,Itaituba,BR,-4.28,-55.98,101.48,31,93,1.34,overcast clouds
485,Twentynine Palms,US,34.14,-116.05,61.0,6,20,8.05,few clouds
486,Fort Saint James,CA,54.43,-124.25,42.55,86,100,6.02,overcast clouds
487,Ebes,HU,47.47,21.5,57.2,76,1,4.7,light rain
488,Amahai,ID,-3.33,128.92,81.0,92,48,3.11,light rain
489,Scarborough,GB,54.28,-0.4,48.99,92,100,4.0,overcast clouds
490,Nortelandia,BR,-14.45,-56.8,94.66,40,79,5.21,broken clouds
491,Flinders,AU,-34.58,150.86,55.99,90,47,1.01,scattered clouds
492,Kopavogur,IS,64.11,-21.91,42.8,41,0,20.8,clear sky
493,Scottsbluff,US,41.87,-103.67,5.0,84,1,4.7,clear sky
494,San Jose,US,37.34,-121.89,66.99,32,10,2.33,clear sky
495,Zyryanka,RU,65.75,150.85,12.22,91,87,5.59,overcast clouds
496,Russell,US,32.35,-85.2,79.0,88,90,8.05,overcast clouds
497,Colombo,LK,6.93,79.85,82.4,83,20,3.0,few clouds
498,Timmins,CA,48.47,-81.33,28.4,74,90,12.75,light rain
499,Duluth,US,46.78,-92.11,28.4,54,1,20.8,clear sky
500,Concepcion,CL,-36.83,-73.05,59.0,51,20,12.75,few clouds
501,Lokosovo,RU,61.13,74.82,18.45,94,75,13.89,broken clouds
502,Avera,US,33.19,-82.53,75.2,78,1,3.91,clear sky
503,Rio Branco Do Sul,BR,-25.19,-49.31,84.0,41,0,6.93,clear sky
504,Bismarck,US,46.81,-100.78,35.01,54,1,11.41,clear sky
505,Gornopravdinsk,RU,60.05,69.9,17.58,95,99,10.67,overcast clouds
506,Todos Santos,MX,23.45,-110.22,75.0,72,0,1.99,clear sky
507,Korla,CN,41.76,86.15,39.0,92,15,3.04,few clouds
508,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,23,20,29.97,dust
509,Narasannapeta,IN,18.42,84.05,76.19,66,15,5.14,few clouds
510,Tahta,EG,26.77,31.5,87.8,27,0,11.41,clear sky
511,Nawa,IN,27.02,75.0,71.02,20,0,6.76,clear sky
512,Korem,ET,12.51,39.52,55.98,43,4,4.88,clear sky
513,Tongliao,CN,43.61,122.27,34.39,64,0,7.45,clear sky
514,Lagos,NG,6.58,3.75,79.43,85,96,7.05,light rain
515,Hervey Bay,AU,-25.3,152.85,66.99,93,75,5.82,broken clouds
516,Qasigiannguit,GL,68.82,-51.19,24.8,58,75,2.62,broken clouds
517,Requena,ES,39.49,-1.1,57.99,43,40,3.0,scattered clouds
518,Cam Ranh,VN,11.92,109.16,80.6,100,90,2.24,moderate rain
519,Gueugnon,FR,46.6,4.06,55.4,66,90,8.05,overcast clouds
520,Xinye,CN,32.52,112.35,61.57,30,100,12.12,light rain
521,Diffa,NE,13.32,12.61,86.85,13,62,9.6,broken clouds
522,Fort-Shevchenko,KZ,44.51,50.26,47.19,71,7,19.69,clear sky
523,Itacare,BR,-14.28,-39.0,82.4,78,75,17.22,light rain
524,Neryungri,RU,56.67,124.65,12.0,94,100,7.96,light snow
525,Feni,BD,23.02,91.41,75.22,83,0,4.52,clear sky
526,Sitio Novo Do Tocantins,BR,-5.52,-47.46,91.4,63,75,10.29,broken clouds
527,Uyuni,BO,-20.46,-66.83,61.47,19,0,16.78,clear sky
528,Aklavik,CA,68.22,-135.01,8.6,92,90,0.58,light snow
529,Vao,NC,-22.67,167.48,72.9,79,69,18.79,broken clouds
530,Fukue,JP,32.69,128.84,67.89,61,52,10.16,broken clouds
531,Gizo,SB,-8.1,156.84,82.72,79,66,12.08,light rain
532,Minab,IR,27.15,57.08,80.6,65,0,4.7,clear sky
533,Omsukchan,RU,62.53,155.8,7.16,83,2,0.72,clear sky
534,Ketchikan,US,55.34,-131.65,48.2,100,90,2.1,overcast clouds
535,Bisira,PA,8.52,-81.71,70.74,85,99,0.78,light rain
536,Tarakan,ID,3.3,117.63,81.01,79,100,3.47,moderate rain
537,Alexandria,EG,31.22,29.96,75.2,64,40,9.17,scattered clouds
538,Adre,TD,13.47,22.2,82.96,22,0,4.12,clear sky
539,Bandar-E Lengeh,IR,26.56,54.88,77.0,69,0,4.7,clear sky
540,Oktyabrskiy,RU,54.48,53.47,28.81,93,18,2.71,few clouds
541,Dong Hoi,VN,17.48,106.6,76.75,80,100,16.93,overcast clouds
542,Pihuamo,MX,19.25,-103.38,80.6,74,40,1.9,scattered clouds
543,Cururupu,BR,-1.83,-44.87,90.27,49,89,8.05,overcast clouds
544,Plettenberg Bay,ZA,-34.05,23.37,65.84,75,98,9.19,overcast clouds
545,Saryozek,KZ,44.36,77.98,49.28,48,95,4.07,overcast clouds
546,Melendugno,IT,40.27,18.34,68.0,82,75,10.29,broken clouds
547,Sandpoint,US,48.28,-116.55,32.0,88,90,0.74,overcast clouds
548,Sungaipenuh,ID,-2.08,101.38,63.81,87,93,1.54,light rain
549,Moerai,PF,-22.43,-151.33,72.07,92,100,25.14,moderate rain
550,Parrita,CR,9.52,-84.32,81.0,73,0,2.24,clear sky
551,Shingu,JP,33.73,135.98,54.64,69,2,5.93,clear sky
552,Qaqortoq,GL,60.72,-46.03,33.8,69,75,3.36,broken clouds
553,Cacu,BR,-18.56,-51.13,87.4,48,72,8.08,broken clouds
554,College,US,64.86,-147.8,24.8,100,90,3.36,light snow
555,Tamandare,BR,-8.76,-35.1,81.97,66,52,15.26,broken clouds
556,Methven,NZ,-43.63,171.65,39.0,99,96,2.39,overcast clouds
557,Road Town,VG,18.42,-64.62,87.8,66,50,10.29,scattered clouds
558,Itarantim,BR,-15.66,-40.07,89.24,54,84,4.25,light rain
559,Moss Vale,AU,-34.55,150.38,55.99,100,90,1.12,overcast clouds
560,Shelburne,CA,44.08,-80.2,41.0,93,90,2.24,light rain
561,Kizner,RU,56.27,51.51,30.38,93,97,3.76,overcast clouds
562,North Bend,US,43.41,-124.22,50.0,87,1,5.82,clear sky
563,Manitouwadge,CA,49.12,-85.84,32.0,92,90,17.22,overcast clouds
564,Beira,MZ,-19.84,34.84,78.8,83,20,14.99,few clouds
565,Bontang,ID,0.13,117.5,79.93,78,100,5.17,overcast clouds
566,Dosso,NE,13.05,3.19,89.11,15,55,4.23,broken clouds
567,Mukhen,RU,48.1,136.1,38.26,77,83,3.62,broken clouds
568,Kiunga,PG,-6.12,141.29,72.54,98,100,1.25,moderate rain
569,Salinopolis,BR,-0.61,-47.36,85.86,62,17,12.28,few clouds
570,Imbituba,BR,-28.24,-48.67,80.6,61,40,11.41,scattered clouds
571,Mayo,US,38.89,-76.51,63.0,77,90,5.82,overcast clouds
572,Honningsvag,NO,70.98,25.97,35.6,80,0,20.8,clear sky
573,Costa Rica,BR,-23.42,-54.65,82.71,39,12,4.41,few clouds
574,Saravan,AM,39.72,45.65,55.4,47,4,4.7,clear sky
575,Vestmanna,FO,62.16,-7.17,42.8,75,25,6.93,scattered clouds
576,San Vicente De Canete,PE,-13.08,-76.38,70.84,64,61,10.16,broken clouds
577,Balabac,PH,7.99,117.06,82.27,79,100,13.31,light rain
578,Mayor Pablo Lagerenza,PY,-19.93,-60.77,95.43,28,0,5.3,clear sky
579,Kavieng,PG,-2.57,150.8,82.09,71,54,3.78,broken clouds
580,Sao Joao Da Barra,BR,-21.64,-41.05,84.2,58,20,9.37,few clouds
581,Liberia,LR,6.5,-9.5,80.31,86,86,4.14,light rain
582,Saint-Francois,FR,46.42,3.91,55.4,66,90,8.05,overcast clouds
583,Kondinskoye,RU,59.65,67.41,17.29,96,84,10.71,broken clouds
584,Charters Towers,AU,-20.1,146.27,72.03,74,72,4.9,broken clouds
585,Paso De Carrasco,UY,-34.86,-56.05,68.0,59,20,11.41,few clouds
586,Atherton,GB,53.52,-2.49,50.0,79,89,1.99,overcast clouds
587,Aguas Vermelhas,BR,-15.75,-41.46,83.64,55,87,3.91,overcast clouds
588,Mokhsogollokh,RU,61.47,128.92,7.12,94,100,3.49,overcast clouds
589,Borba,BR,-4.39,-59.59,99.82,37,93,2.8,heavy intensity rain
590,Nargana,PA,9.44,-78.59,85.33,67,2,3.87,clear sky
591,Verkhnevilyuysk,RU,63.45,120.32,6.33,91,92,2.06,overcast clouds
592,Sao Miguel Do Araguaia,BR,-13.28,-50.16,96.58,36,55,5.82,broken clouds
593,Naples,IT,40.83,14.25,60.8,77,40,1.12,scattered clouds
594,Agadez,NE,19.75,10.25,71.56,20,0,2.33,clear sky
595,Saint-Pierre,RE,-21.34,55.48,75.2,73,75,2.24,broken clouds
596,Khandyga,RU,62.67,135.6,15.96,97,100,1.88,overcast clouds
597,Atambua,ID,-9.11,124.89,76.06,80,87,1.28,overcast clouds
598,Si Racha,TH,13.17,100.93,86.0,68,100,2.44,moderate rain
599,Shubarkuduk,KZ,49.14,56.49,33.26,86,0,11.59,clear sky
600,Camiri,BO,-20.05,-63.52,89.6,29,0,9.28,clear sky
601,Coahuayana,MX,18.73,-103.68,80.6,74,40,2.42,scattered clouds
602,Raga,SS,8.46,25.68,79.7,64,21,1.9,few clouds
603,Melaka,MY,2.2,102.24,80.6,83,20,1.12,few clouds
604,Manokwari,ID,-0.87,134.08,79.36,77,87,4.18,light rain
605,Disna,BY,55.57,28.2,49.66,86,24,11.83,few clouds
606,Salalah,OM,17.02,54.09,80.6,69,0,5.82,clear sky
607,Banda Aceh,ID,5.56,95.32,80.33,76,71,13.13,broken clouds
608,Springbok,ZA,-29.66,17.89,62.1,51,63,7.07,broken clouds
609,Hayange,FR,49.33,6.05,53.01,78,97,1.99,overcast clouds
610,Hefei,CN,31.86,117.28,63.0,72,40,6.71,light rain
611,Svetlogorsk,BY,52.63,29.73,49.41,80,2,8.81,clear sky
612,Bandundu,CD,-3.32,17.37,79.32,76,50,2.1,light rain
613,Timaru,NZ,-44.4,171.25,44.01,89,98,3.62,overcast clouds
614,Biak,ID,-0.91,122.88,77.85,75,92,3.49,overcast clouds
615,Pachelma,RU,53.24,43.35,36.63,80,49,9.17,scattered clouds
616,Vladivostok,RU,43.11,131.87,48.2,49,95,6.71,overcast clouds
617,Olafsvik,IS,64.89,-23.71,39.38,72,100,20.18,overcast clouds
618,Krishnarajasagara,IN,12.41,76.58,69.4,73,2,5.55,clear sky
619,Amuntai,ID,-2.42,115.25,74.93,94,100,1.3,light rain
620,Marzuq,YE,14.4,46.47,67.55,24,94,1.97,overcast clouds
621,Tori,EE,58.48,24.82,53.01,99,100,7.99,light rain
622,Artyom,AZ,40.47,50.33,53.6,87,0,6.93,clear sky
623,Rorvik,NO,64.86,11.24,44.6,75,0,5.82,clear sky
624,New Castle,US,41.0,-80.35,50.0,87,90,1.54,overcast clouds
625,San Jeronimo,PE,-11.95,-75.28,65.93,36,4,3.06,light rain
626,Apomu,NG,7.33,4.18,91.4,52,20,5.82,few clouds
627,Impfondo,CG,1.64,18.07,75.69,93,68,2.73,light rain
628,Kamra,PK,33.75,73.51,64.0,58,0,10.29,smoke
629,Husavik,IS,66.04,-17.34,37.4,64,90,3.36,overcast clouds
630,Tomatlan,MX,19.93,-105.25,89.74,59,31,0.49,scattered clouds
631,Kirovskiy,RU,45.09,133.51,41.72,73,88,4.45,overcast clouds
632,Coruripe,BR,-10.13,-36.18,83.44,67,70,18.81,broken clouds
633,Ban Dung,TH,17.7,103.26,72.0,86,100,1.81,overcast clouds
634,Along,IN,28.17,94.77,63.54,85,2,2.06,clear sky
635,Bushehr,IR,28.97,50.84,86.0,37,0,9.17,clear sky
636,Valenca Do Piaui,BR,-6.41,-41.75,95.4,34,99,4.83,overcast clouds
637,Buala,SB,-8.14,159.59,79.52,80,17,0.69,light rain
638,Itambe,BR,-15.24,-40.62,88.32,55,75,2.53,light rain
639,Windhoek,NA,-22.56,17.08,78.8,27,72,5.82,broken clouds
640,Camocim,BR,-2.9,-40.84,86.72,58,40,17.49,scattered clouds
641,Amga,RU,60.9,131.96,9.3,94,100,3.4,overcast clouds
642,Lazarev,RU,52.23,141.51,39.79,73,96,2.37,overcast clouds
643,Chanika,TZ,-5.42,38.02,70.16,89,33,8.77,scattered clouds
644,Orange Cove,US,36.62,-119.31,60.01,50,1,2.62,clear sky
645,Port Moresby,PG,-9.44,147.18,78.8,88,75,3.36,broken clouds
646,Katherine,AU,-14.47,132.27,78.8,65,95,5.08,overcast clouds
647,Banyo,CM,6.75,11.82,72.23,70,1,3.22,clear sky
648,Binga,ZW,-17.62,27.34,83.8,36,0,6.87,clear sky
649,Samos,GR,37.76,26.98,69.8,56,20,3.36,few clouds
650,Ler,SS,8.3,30.14,74.34,89,81,4.18,broken clouds
651,Leshukonskoye,RU,64.9,45.76,37.13,97,100,8.14,light rain
652,Senador Jose Porfirio,BR,-2.59,-51.95,91.47,49,85,0.78,moderate rain
653,Bose,IT,45.46,8.01,54.0,78,35,3.0,scattered clouds
654,Atasu,KZ,48.68,71.64,29.19,95,100,26.98,overcast clouds
655,Urucara,BR,-2.54,-57.76,95.63,40,94,3.0,moderate rain
656,Isla Aguada,MX,18.78,-91.47,82.4,78,90,11.41,overcast clouds
657,Tanete,ID,-3.94,119.78,75.85,85,97,1.28,overcast clouds
658,Tomari,RU,47.77,142.07,40.73,74,5,5.08,clear sky
659,The Valley,AI,18.22,-63.06,82.4,88,40,14.99,scattered clouds
660,Klyuchi,RU,52.27,79.17,39.07,73,91,19.39,overcast clouds
